model,model_display,train_set,synthetic_ratio,test_set,label_scope,precision_micro,recall_micro,f1_micro,tp,fp,fn,job_id,log_path,result_path,model_dirs
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn_all,all,kdpii,common18,0.9744,0.9529,0.9635,1295,34,64,eval__skt_crf_gaz_x3__mix_syn_all__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn_all__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn_all_to_kdpii_common18_20260717_065935.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn_all,all,kdpii,full19,0.9746,0.9532,0.9638,1304,34,64,eval__skt_crf_gaz_x3__mix_syn_all__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn_all__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn_all_to_kdpii_full19_20260717_065755.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn_all,all,synthetic,common18,0.9958,0.9583,0.9767,6234,26,271,eval__skt_crf_gaz_x3__mix_syn_all__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn_all__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn_all_to_synthetic_common18_20260717_064249.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,mix_syn_all,all,synthetic,full19,0.9958,0.9583,0.9767,6234,26,271,eval__skt_crf_gaz_x3__mix_syn_all__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__mix_syn_all__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_mix_syn_all_to_synthetic_full19_20260717_063734.md,/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/mix_syn_all/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,synthetic_only,only,combined,common18,0.9739,0.8908,0.9305,7005,188,859,eval__skt_crf_gaz_x3__synthetic_only__combined__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__synthetic_only__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_synthetic_only_to_combined_common18_20260715_093545.md,/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,synthetic_only,only,combined,full19,0.9739,0.8909,0.9305,7014,188,859,eval__skt_crf_gaz_x3__synthetic_only__combined__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__synthetic_only__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_synthetic_only_to_combined_full19_20260715_093005.md,/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,synthetic_only,only,kdpii,common18,0.8205,0.5548,0.662,754,165,605,eval__skt_crf_gaz_x3__synthetic_only__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__synthetic_only__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_synthetic_only_to_kdpii_common18_20260715_093834.md,/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,synthetic_only,only,kdpii,full19,0.8222,0.5577,0.6646,763,165,605,eval__skt_crf_gaz_x3__synthetic_only__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__synthetic_only__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_synthetic_only_to_kdpii_full19_20260715_093710.md,/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,synthetic_only,only,synthetic,common18,0.9963,0.961,0.9783,6251,23,254,eval__skt_crf_gaz_x3__synthetic_only__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__synthetic_only__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_synthetic_only_to_synthetic_common18_20260715_092427.md,/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed44
skt_crf_gaz_x3,SKT CRF+Gaz x3,synthetic_only,only,synthetic,full19,0.9963,0.961,0.9783,6251,23,254,eval__skt_crf_gaz_x3__synthetic_only__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__skt_crf_gaz_x3__synthetic_only__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_crf_gaz_x3_synthetic_only_to_synthetic_full19_20260715_092004.md,/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed42;/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed43;/data/team/hwan/real/models/skt_crf_gaz_x3/synthetic_only/seed44
skt_encoder_baseline,SKT A.X Encoder,kdpii_full,0,combined,common18,0.8383,0.8945,0.8655,7034,1357,830,eval__skt_encoder_baseline__kdpii_full__combined__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__kdpii_full__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_kdpii_full_to_combined_common18_20260731_121110.md,/data/team/hwan/real/models/skt_encoder_baseline/kdpii_full/seed42
skt_encoder_baseline,SKT A.X Encoder,kdpii_full,0,combined,full19,0.8376,0.8946,0.8651,7043,1366,830,eval__skt_encoder_baseline__kdpii_full__combined__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__kdpii_full__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_kdpii_full_to_combined_full19_20260731_121053.md,/data/team/hwan/real/models/skt_encoder_baseline/kdpii_full/seed42
skt_encoder_baseline,SKT A.X Encoder,kdpii_full,0,kdpii,common18,0.9506,0.9213,0.9357,1252,65,107,eval__skt_encoder_baseline__kdpii_full__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__kdpii_full__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_kdpii_full_to_kdpii_common18_20260731_121009.md,/data/team/hwan/real/models/skt_encoder_baseline/kdpii_full/seed42
skt_encoder_baseline,SKT A.X Encoder,kdpii_full,0,kdpii,full19,0.951,0.9218,0.9362,1261,65,107,eval__skt_encoder_baseline__kdpii_full__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__kdpii_full__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_kdpii_full_to_kdpii_full19_20260731_121000.md,/data/team/hwan/real/models/skt_encoder_baseline/kdpii_full/seed42
skt_encoder_baseline,SKT A.X Encoder,kdpii_full,0,synthetic,common18,0.8174,0.8887,0.8516,5781,1291,724,eval__skt_encoder_baseline__kdpii_full__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__kdpii_full__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_kdpii_full_to_synthetic_common18_20260731_121037.md,/data/team/hwan/real/models/skt_encoder_baseline/kdpii_full/seed42
skt_encoder_baseline,SKT A.X Encoder,kdpii_full,0,synthetic,full19,0.8164,0.8887,0.851,5781,1300,724,eval__skt_encoder_baseline__kdpii_full__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__kdpii_full__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_kdpii_full_to_synthetic_full19_20260731_121023.md,/data/team/hwan/real/models/skt_encoder_baseline/kdpii_full/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn025,0.25,combined,common18,0.9774,0.9355,0.956,7357,170,507,eval__skt_encoder_baseline__mix_syn025__combined__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn025__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn025_to_combined_common18_20260731_143500.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn025/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn025,0.25,combined,full19,0.9774,0.9356,0.9561,7366,170,507,eval__skt_encoder_baseline__mix_syn025__combined__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn025__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn025_to_combined_full19_20260731_143443.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn025/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn025,0.25,kdpii,common18,0.9478,0.9213,0.9343,1252,69,107,eval__skt_encoder_baseline__mix_syn025__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn025__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn025_to_kdpii_common18_20260731_143359.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn025/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn025,0.25,kdpii,full19,0.9481,0.9218,0.9348,1261,69,107,eval__skt_encoder_baseline__mix_syn025__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn025__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn025_to_kdpii_full19_20260731_143351.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn025/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn025,0.25,synthetic,common18,0.9837,0.9385,0.9606,6105,101,400,eval__skt_encoder_baseline__mix_syn025__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn025__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn025_to_synthetic_common18_20260731_143427.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn025/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn025,0.25,synthetic,full19,0.9837,0.9385,0.9606,6105,101,400,eval__skt_encoder_baseline__mix_syn025__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn025__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn025_to_synthetic_full19_20260731_143413.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn025/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn050,0.50,combined,common18,0.9803,0.9405,0.96,7396,149,468,eval__skt_encoder_baseline__mix_syn050__combined__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn050__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn050_to_combined_common18_20260731_150206.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn050/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn050,0.50,combined,full19,0.9803,0.9406,0.96,7405,149,468,eval__skt_encoder_baseline__mix_syn050__combined__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn050__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn050_to_combined_full19_20260731_150150.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn050/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn050,0.50,kdpii,common18,0.9483,0.9036,0.9254,1228,67,131,eval__skt_encoder_baseline__mix_syn050__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn050__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn050_to_kdpii_common18_20260731_150105.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn050/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn050,0.50,kdpii,full19,0.9486,0.9042,0.9259,1237,67,131,eval__skt_encoder_baseline__mix_syn050__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn050__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn050_to_kdpii_full19_20260731_150057.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn050/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn050,0.50,synthetic,common18,0.9869,0.9482,0.9672,6168,82,337,eval__skt_encoder_baseline__mix_syn050__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn050__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn050_to_synthetic_common18_20260731_150133.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn050/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn050,0.50,synthetic,full19,0.9869,0.9482,0.9672,6168,82,337,eval__skt_encoder_baseline__mix_syn050__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn050__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn050_to_synthetic_full19_20260731_150119.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn050/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn100,1.00,combined,common18,0.9823,0.9438,0.9626,7422,134,442,eval__skt_encoder_baseline__mix_syn100__combined__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn100__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn100_to_combined_common18_20260731_153150.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn100/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn100,1.00,combined,full19,0.9823,0.9439,0.9627,7431,134,442,eval__skt_encoder_baseline__mix_syn100__combined__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn100__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn100_to_combined_full19_20260731_153134.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn100/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn100,1.00,kdpii,common18,0.9538,0.911,0.9319,1238,60,121,eval__skt_encoder_baseline__mix_syn100__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn100__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn100_to_kdpii_common18_20260731_153050.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn100/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn100,1.00,kdpii,full19,0.9541,0.9115,0.9323,1247,60,121,eval__skt_encoder_baseline__mix_syn100__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn100__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn100_to_kdpii_full19_20260731_153042.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn100/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn100,1.00,synthetic,common18,0.9882,0.9507,0.9691,6184,74,321,eval__skt_encoder_baseline__mix_syn100__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn100__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn100_to_synthetic_common18_20260731_153118.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn100/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn100,1.00,synthetic,full19,0.9882,0.9507,0.9691,6184,74,321,eval__skt_encoder_baseline__mix_syn100__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn100__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn100_to_synthetic_full19_20260731_153104.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn100/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn_all,all,combined,common18,0.9799,0.9404,0.9597,7395,152,469,eval__skt_encoder_baseline__mix_syn_all__combined__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn_all__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn_all_to_combined_common18_20260731_130432.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn_all/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn_all,all,combined,full19,0.9799,0.9404,0.9598,7404,152,469,eval__skt_encoder_baseline__mix_syn_all__combined__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn_all__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn_all_to_combined_full19_20260731_130416.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn_all/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn_all,all,kdpii,common18,0.9424,0.9036,0.9226,1228,75,131,eval__skt_encoder_baseline__mix_syn_all__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn_all__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn_all_to_kdpii_common18_20260731_130332.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn_all/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn_all,all,kdpii,full19,0.9428,0.9042,0.9231,1237,75,131,eval__skt_encoder_baseline__mix_syn_all__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn_all__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn_all_to_kdpii_full19_20260731_130323.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn_all/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn_all,all,synthetic,common18,0.9877,0.948,0.9674,6167,77,338,eval__skt_encoder_baseline__mix_syn_all__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn_all__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn_all_to_synthetic_common18_20260731_130400.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn_all/seed42
skt_encoder_baseline,SKT A.X Encoder,mix_syn_all,all,synthetic,full19,0.9877,0.948,0.9674,6167,77,338,eval__skt_encoder_baseline__mix_syn_all__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__mix_syn_all__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_mix_syn_all_to_synthetic_full19_20260731_130346.md,/data/team/hwan/real/models/skt_encoder_baseline/mix_syn_all/seed42
skt_encoder_baseline,SKT A.X Encoder,synthetic_only,only,combined,common18,0.9333,0.8749,0.9031,6880,492,984,eval__skt_encoder_baseline__synthetic_only__combined__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__synthetic_only__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_synthetic_only_to_combined_common18_20260731_123138.md,/data/team/hwan/real/models/skt_encoder_baseline/synthetic_only/seed42
skt_encoder_baseline,SKT A.X Encoder,synthetic_only,only,combined,full19,0.9333,0.875,0.9032,6889,492,984,eval__skt_encoder_baseline__synthetic_only__combined__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__synthetic_only__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_synthetic_only_to_combined_full19_20260731_123122.md,/data/team/hwan/real/models/skt_encoder_baseline/synthetic_only/seed42
skt_encoder_baseline,SKT A.X Encoder,synthetic_only,only,kdpii,common18,0.615,0.5077,0.5562,690,432,669,eval__skt_encoder_baseline__synthetic_only__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__synthetic_only__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_synthetic_only_to_kdpii_common18_20260731_123038.md,/data/team/hwan/real/models/skt_encoder_baseline/synthetic_only/seed42
skt_encoder_baseline,SKT A.X Encoder,synthetic_only,only,kdpii,full19,0.618,0.511,0.5594,699,432,669,eval__skt_encoder_baseline__synthetic_only__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__synthetic_only__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_synthetic_only_to_kdpii_full19_20260731_123029.md,/data/team/hwan/real/models/skt_encoder_baseline/synthetic_only/seed42
skt_encoder_baseline,SKT A.X Encoder,synthetic_only,only,synthetic,common18,0.9904,0.9516,0.9706,6190,60,315,eval__skt_encoder_baseline__synthetic_only__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__synthetic_only__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_synthetic_only_to_synthetic_common18_20260731_123106.md,/data/team/hwan/real/models/skt_encoder_baseline/synthetic_only/seed42
skt_encoder_baseline,SKT A.X Encoder,synthetic_only,only,synthetic,full19,0.9904,0.9516,0.9706,6190,60,315,eval__skt_encoder_baseline__synthetic_only__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__skt_encoder_baseline__synthetic_only__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_skt_encoder_baseline_synthetic_only_to_synthetic_full19_20260731_123052.md,/data/team/hwan/real/models/skt_encoder_baseline/synthetic_only/seed42
xlm_roberta_large,XLM-R large,kdpii_full,0,combined,common18,0.8927,0.9166,0.9045,7208,866,656,eval__xlm_roberta_large__kdpii_full__combined__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__kdpii_full__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_kdpii_full_to_combined_common18_20260717_163301.md,/data/team/hwan/models/xlm_roberta_large/seed42
xlm_roberta_large,XLM-R large,kdpii_full,0,combined,full19,0.8929,0.9167,0.9046,7217,866,656,eval__xlm_roberta_large__kdpii_full__combined__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__kdpii_full__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_kdpii_full_to_combined_full19_20260717_163216.md,/data/team/hwan/models/xlm_roberta_large/seed42
xlm_roberta_large,XLM-R large,kdpii_full,0,kdpii,common18,0.9593,0.9544,0.9568,1297,55,62,eval__xlm_roberta_large__kdpii_full__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__kdpii_full__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_kdpii_full_to_kdpii_common18_20260717_163333.md,/data/team/hwan/models/xlm_roberta_large/seed42
xlm_roberta_large,XLM-R large,kdpii_full,0,kdpii,full19,0.9596,0.9547,0.9571,1306,55,62,eval__xlm_roberta_large__kdpii_full__kdpii__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__kdpii_full__kdpii__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_kdpii_full_to_kdpii_full19_20260717_163317.md,/data/team/hwan/models/xlm_roberta_large/seed42
xlm_roberta_large,XLM-R large,kdpii_full,0,synthetic,common18,0.8794,0.9087,0.8938,5911,811,594,eval__xlm_roberta_large__kdpii_full__synthetic__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__kdpii_full__synthetic__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_kdpii_full_to_synthetic_common18_20260717_163130.md,/data/team/hwan/models/xlm_roberta_large/seed42
xlm_roberta_large,XLM-R large,kdpii_full,0,synthetic,full19,0.8794,0.9087,0.8938,5911,811,594,eval__xlm_roberta_large__kdpii_full__synthetic__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__kdpii_full__synthetic__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_kdpii_full_to_synthetic_full19_20260717_163053.md,/data/team/hwan/models/xlm_roberta_large/seed42
xlm_roberta_large,XLM-R large,mix_syn025,0.25,combined,common18,0.987,0.9401,0.963,7393,97,471,eval__xlm_roberta_large__mix_syn025__combined__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn025__combined__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn025_to_combined_common18_20260717_132723.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn025/seed42
xlm_roberta_large,XLM-R large,mix_syn025,0.25,combined,full19,0.9871,0.9402,0.963,7402,97,471,eval__xlm_roberta_large__mix_syn025__combined__full19,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn025__combined__full19.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn025_to_combined_full19_20260717_132638.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn025/seed42
xlm_roberta_large,XLM-R large,mix_syn025,0.25,kdpii,common18,0.9699,0.9478,0.9587,1288,40,71,eval__xlm_roberta_large__mix_syn025__kdpii__common18,/data/team/hwan/real/logs/jobs/eval__xlm_roberta_large__mix_syn025__kdpii__common18.log,/data/team/hwan/results/ensemble_vote/eval_vote_test_real_xlm_roberta_large_mix_syn025_to_kdpii_common18_20260717_132756.md,/data/team/hwan/real/models/xlm_roberta_large/mix_syn025/seed42
